book name,book_id,Likutei Shoshanim_id,link_to_nli_page,title,type,record_id,language_nli,publisher,format,thumbnail,link_to_marc,subject,contributors,vertitle-yivo,institution-yivo,delcategory-yivo,creator-yivo,creationdate-yivo,lds29-yivo,availinstitution-yivo,subject-yivo,format-yivo,availlibrary-yivo,language-yivo,type-yivo,title-yivo,version-yivo,contributor-yivo,publisher-yivo,availpnx-yivo,lds10-yivo,lds01-yivo,unititle-yivo,lds03-yivo
אגודת אזוב. דרושים,990010717780205171,,https://www.nli.org.il/en/books/NNL_ALEPH990010717780205171,"ספר אגודת אזוב : דרושים ... פלפולים ... לזמני ומועדי השנה / מאת ... רבי משה זאב יעב""ץ ...",book,990010717780205171,heb,"ברוקלין, נ.י : נזר תורה","[3], ק דפים ; 35 ס""מ.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990010717780205171,"Fasts and feasts -- Judaism -- Sermons; Jewish sermons, Hebrew",,,,,,,,,,,,,,,,,,,,,,
"המבשר. עם הנשר. 5. 6 [ב""כ]",990019861120205171,,,המבשר : מכתב עתי השופט בלי משא פנים על כל הנעשה תחת השמש ...,journal,990019861120205171,heb,Lemberg : [מוציא לאור לא ידוע],"כר' ; 2, 4.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE13905490,https://iiif.nli.org.il/IIIFv21/marc/bib/990019861120205171,Jews -- History -- Periodicals,"כהן צדק, יוסף בן אהרן, 1827-1903; כהן צדק, יוסף בן אהרן, 1827-1903",,,,,,,,,,,,,,,,,,,,,
דברי ימי עולם. 8 שולמאן,990020845350205171,,https://www.nli.org.il/en/books/NNL_ALEPH990020845350205171,ספר דברי ימי עולם : יכלכל תולדות בני האדם והעתים ... / מאסף ... על ידי קלמן שולמאן.,book,990020845350205171,heb,ווילנא : ראם,"9 כרכים (חלק א-ט) ; 21 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE38092616,https://iiif.nli.org.il/IIIFv21/marc/bib/990020845350205171,World history,,ספר דברי ר״ש,CJH,Online Resource,"חריף, שלום בן איסר, 1755-1825. ; Shalom Ḥarif 1755-1825",1826,CJH_ALEPH000004931,$$ICJH$$Savailable,Talmud -- Commentaries,"83, that is, 166 pages ; 27 cm",$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/2ד־ ד 42)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Sefer Divre Rash / asher ḥiber Shalom Ḥarif.,2,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Vien : Bedefus 'Entan Straus, 1826.; וויען : בדפוס אנטאן שטרויס, תקפ״ו.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,Divre Rash,וו/2ד־ ד 42
"כל שירי יל""ג- ח""ד ",990018643940205171,,https://www.nli.org.il/en/books/NNL_ALEPH990018643940205171,כל שירי יהודה ליב גורדון.,book,990018643940205171,heb,תל אביב : דביר,"6 כרכים (ספר א-ו) ; 23 ס""מ.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990018643940205171,,,,,,,,,,,,,,,,,,,,,,,
"בית יהודה. ריב""ל",990019768600205171,,https://www.nli.org.il/en/books/NNL_ALEPH990019768600205171,"בית יהודה : ... הדת וקורות האומה הישראלית, ספריה, הנהגותיה, חכמיה וסופריה ... וראשי התקנות : בשני חלקים / ... / ... מאת ...מוה' יצחק בער לעווינזאהן ...",book,990019768600205171,heb,ווארשא : דפוס אלכסנדר גינז,"2 כרכים ; 20 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE102876976,https://iiif.nli.org.il/IIIFv21/marc/bib/990019768600205171,Jews -- History; Judaism -- Apologetic works; Judaism -- History; Rabbinical literature; Haskalah,,חינוך בית יהודה.,CJH,Online Resource,"יאליש, יעקב צבי, approximately 1778-1825. ; Jacob Ẓevi ben Naphtali Jolles approximately 1778-1825",629 [1869],CJH_ALEPH000004005,$$ICJH$$Savailable,Books,"8 unnumbered pages, 52 leaves ; quarto.",$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/2ד-ה 57)$$Savailable$$32$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,"Ḥinukh bet Yehudah. / Me-et ha-gaʻon ... Yaʻaḳov Tsevi Yolish ... [kolel meḥḳarim: ʻal Agadot Ḥazal, Nes Ḥanukah ṿe-Hasgaḥat ha-Bore].",1,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Ṿarsha : Bi-defus Natan Shrifṭgisser, 629 [1869]; ווארשא : בדפוס נתן שריפטגיססער, תרכ״ט [1869]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,וו/8־ ח 75
ס' המלים המלאכותים. נאטהאנזאנ'ס ,990020219540205171,,,ספר המלים : זרים-מלאכותיים לכל ענפי המדעים וחרשת המעשה : מפרש עברית ... בסדר אלפא ביתא / מאת דוד בער נאטאנזאהן ...,book,990020219540205171,heb,ווארשא : דפוס אלכסנדר גינז,"148 עמודים ; 20 ס""מ.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990020219540205171,Hebrew language -- Dictionaries,,ספר אהבת דוד :,CJH,Online Resource,"מאיראוויץ, שלום דוד בן מאיר. ; Shalom Daṿid ben Meʼir. Meierowitz",[1871-1875],CJH_ALEPH000003901,$$ICJH$$Savailable,Jewish ethics,2 volumes ; 21 cm,$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/4ה- א 32.5)$$Savailable$$32$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Sefer ahavat Daṿid / asher darash ... ha-Rav ... Shalom Daṿid [Meʼiroṿits] a.b.d. be-ʻir Ṿeger.,1,"מאיראוויץ, שלום דוד בן מאיר; Shalom Daṿid ben Meʼir Meierowitz; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Ṿilna : Bi-defus ha-almanah ṿeha-aḥim Rom, [1871-1875]; ווילנא : בדפוס האלמנה והאחים ראם, [1871-1875]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,וו/5א־ נ 13
מסע אבן שמואל,990013724860205171,,https://www.nli.org.il/en/books/NNL_ALEPH990013724860205171,מסע אבן שמואל : חלק ראשון שני מכתבים ... המכילים ... מכל אשר ראו עיניו בירושלם ובחברון ומפיצים אור ... על איכות האדמה בפרט ועל אנשיה בכלל ...,book,990013724860205171,heb,"ירושלם : דפוס ישראל ב""ק","[2], 36 עמודים ; 18 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE190054734,https://iiif.nli.org.il/IIIFv21/marc/bib/990013724860205171,Eretz Israel -- Description and travel -- Personal narratives,,מסע אבן שמואל : חלק ראשון : שני מכתבים מועתקים מכתבי האברך ר׳ אריה ליב בהרב הצדיק שמואל פרומקין,CJH,Online Resource,"פרומקין, אריה ליב, 1845-1916. ; Aryeh Leib Frumkin 1845-1916",631 [1871],CJH_ALEPH000002224,$$ICJH$$Savailable,"Frumkin, Aryeh Leib, -- 1845-1916 -- Travel",36 pages,$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/16א־ מ63)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Masaʻ Even Shemuʼel : ḥeleḳ rishon : shene mikhtavim moʻotaḳim mi-kitve ha-avrekh R. Aryeh Leyb beha-rav Shemuʼel Frumḳin / asher ketavam ... el meyudaʻaṿ asher be-Odesa ... mi-kol asher raʼu ʻenaṿ bi-Yerushalayim uve-Ḥevron ... .,,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Yerushala[yi]m : Bi-defus Y. Beḳ, 631 [1871]; ירושלם : בדפוס ישראל ב״ק, 631 [1871]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,וו/16א־ מ63
 הדור ,990018731420205171,,,הדור יוצא אחת בשבוע.,journal,990018731420205171,heb,קראקא : י' פישער,3 כרכים.,,https://iiif.nli.org.il/IIIFv21/marc/bib/990018731420205171,Literature -- Periodicals,,אלה דברי הברית : קובץ החרמות ופסקי ההלכות נגד ראשוני הרפורמים בהמבורג : כולל אגרותיהם של גדולי הדור.,CJH,Online Resource,,1819,CJH_ALEPH000004605,$$ICJH$$Savailable,Reform Judaism -- Germany,"xvi, 132 pages ; 25 cm",$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/13א־ 68)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,"Sefer eleh divre ha-berit : ḳovets ha-ḥaramot u-fisḳe ha-halakhot neged rishone ha-Reformim be-Hamburg kolel igrotehem shel gedole ha-dor, ha-Ḥatam Sofer, Aḳiva Eger u-sheʼar ḥakhme Yiśraʼel.",1,"Hamburg (Germany). Bet Din Tsedek.; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Altoona : Shmuel vi-Yehudah Bun, 1819.; אלטונא : שמואל ויהודה בון, תקע״ט.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,Eleh divre ha-beritr,וו/13א־ 68
"אשמת שמרון. מאפו- ח""ב ",990018136820205171,,https://www.nli.org.il/en/books/NNL_ALEPH990018136820205171,אשמת שמרון / ... מאת אברהם בן-יקותיאל מאפו.,book,990018136820205171,heb,ווארשא : [דפוס י' גולדמן],2 כרכים ב-1 ; 8.,,https://iiif.nli.org.il/IIIFv21/marc/bib/990018136820205171,,,,,,,,,,,,,,,,,,,,,,,
פרדס החכמה. דרושים,990012857350205171,,,"ספר פרדס החכמה : בחקירת שרשי התורה והאמונ' ... בטעמי הקרבנות ... בטעמי הקטורת ... וכן יתר עיקרים נטועים בו בכ""ו דרושים ... עפ""י דרך התורני והפלסופי ... / מאתי משה במהור""ר אהרן מסלאנט ...",book,990012857350205171,heb,סדילקאב : דפוס משה מדפיס,"[2], קח, [1] דפים ; 23 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE86233526,https://iiif.nli.org.il/IIIFv21/marc/bib/990012857350205171,"Jewish sermons, Hebrew",,ספר בגדי אהרן ... : דרושים ...,$$VCJH$$OCJH_ALEPH000055561,$$VOnline Resource$$OCJH_ALEPH000055561,"תאומים, אהרן, approximately 1630-1690., דרשן. ; Aaron ben Moses Teomim approximately 1630-1690",1710,CJH_ALEPH000055561,$$ICJH$$Savailable,תורה,5 volumes in 1.,$$ICJH$$LYIVOL$$1Rare Book Collection$$2(Frankfurt am Main 1710)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAR$$OCJH_ALEPH000055561,heb,book,Sefer bigde Aharon ... : derushim ... / asher paʻal ... Aharon Darshan Teʼomim ... ben ... Mosheh ... nedpas ʻa.y. ben ... ha-maḥaber ... Leyb Teomim ...,1,"תאומים, נתן פייטל; Natan Fayṭl Teʼomim תאומים, אריה יהודה ליב, מת 1717, עורך.; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Ṿranḳfurṭ Demayen : Beya Yohan Ḳelger, 1710.; וראנקפורט דמיין : בייא יהאן קעלגר, 1710.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,Frankfurt am Main 1710
הפרדס. עפשטיין,990010729530205171,,https://www.nli.org.il/en/books/NNL_ALEPH990010729530205171,"זה ספר הפרד""ס / שחברתי אני ... ארי' ליב בלא""א ... מרדכי ... עפשטיין ... ובו נכללי' כמה ספרי' : ספר הפרד""ס למ""ע י""ד לקרות ק""ש ולמ""ע פ""ב לשמור שבת כהלכתו ואחריו ספר הדרושים ואחריו ספר הספד'י ובתוכם ספר ילקוט שכר ועונש ...",book,990010729530205171,heb,קיניגשבערג : דפוס י. פ. דריסט,"ט, כג, כג, פב-פו, קכז-קמד דפים.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990010729530205171,Cabala -- History -- 1677-1800,,זה ספר ספרי...,CJH,Online Resource,,549 [1789],CJH_ALEPH000007324,$$ICJH$$Savailable,Books,91 leaves ; 21 cm,$$ICJH$$LYIVOL$$1Rare Book Collection$$2(Hamburg 1789)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAR,heb,book,Zeh sefer Sifre... / ha-meḥaber...Shimʻon ben Yoḥai...,,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Hamburg : Eliʻezer Lezar ṿe-Natan Mai, 549 [1789]; המבורג : אליעזר ליזר ונתן מאיי, תקמ״ט.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,Sifrei,Hamburg 1789
קול מבשר. 2 ,990002804390205171,,,קול מבשר : הוספה להמליץ ... אין יודיש דייטשער שפראכע / פאן אלכסנדר צעדערבוים אונד אהרן יצחק גאלדענבלום.,journal,990002804390205171,yid,אדעססא : טיפאגראפיע ל. ניטשע עט א. צעדערבוים,,,https://iiif.nli.org.il/IIIFv21/marc/bib/990002804390205171,Yiddish periodicals -- Soviet Union; Yiddish periodicals -- Ukraine,"צדרבוים, אלכסנדר בן יוסף, הלוי, 1816-1893; צדרבוים, אלכסנדר בן יוסף, הלוי, 1816-1893  גאלדענבלום, אהרן יצחק, 1828-1913; גאלדענבלום, אהרן יצחק, 1828-1913",,,,,,,,,,,,,,,,,,,,,
"דברי ימי ישראל- ח""א. שפ""ר ",990018705240205171,,https://www.nli.org.il/en/books/NNL_ALEPH990018705240205171,דברי ימי היהודים : מראשית היותם מימי קדם עד הימים האלה ... / נעתקים לשפת עבר מאת אברהם כהן קאפלאן ...,book,990018705240205171,heb,וויען : האחים ווינטער,8,https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE91486081,https://iiif.nli.org.il/IIIFv21/marc/bib/990018705240205171,Jews -- History,"קפלן, אברהם; קפלן, אברהם",,,,,,,,,,,,,,,,,,,,,
"עליות אליהו. תו' הגר""א ז""ל",990050298570205171,,https://www.nli.org.il/en/books/NNL_ALEPH990050298570205171,"[ספרי הגר""א מוילנה] : [א) עליות אליהו, תולדות ... אליהו גאון וחסיד מווילנא / ... מאת הרב ... יהושע העשיל הלוי לעווין ... ב) סערת אליהו ... ספורים נכבדים ובאורים ... גם ... הגיוני תוגה על מות גאון הגאונים ... אליהו ... כתובים ע""י בנו ... מו""ה אברהם ג) מעשה רב ... מעשה ידי צדיק ... אליהו ...].",book,990050298570205171,heb,ווארשא : דפוס והוצאות האחים לעווין עפשטיין ושותפם,"1 דף לא ממוספר, 96, 48, 52 עמודים ; 22 ס""מ.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990050298570205171,"אליהו בן שלמה זלמן (הגר""א), 1720-1797; Rabbinical literature -- Lithuania; Rabbis -- Lithuania -- Vilnius -- Biography; Judaism -- Customs and practices","לוין, יהושע השל בן אליהו זאב, 1818-1883.; לוין, יהושע השל בן אליהו זאב, 1818-1883. אברהם בן אליהו, מוילנה, 1765-1808.; אברהם בן אליהו, מוילנה, 1765-1808. בהגאון, יששכר דב בר בן תנחום, 1779-1855.; בהגאון, יששכר דב בר בן תנחום, 1779-1855.",,,,,,,,,,,,,,,,,,,,,
משלי יהושע בן- מנחם שטיינבערג ,990020782780205171,,https://www.nli.org.il/en/books/NNL_ALEPH990020782780205171,משלי יהושע : ... לאלף חכמה ומוסר ... ממיטב דברי חכמי הקדם וחכמי זמננו... / מאת יהושע בן מנחם שטיינבערג.,book,990020782780205171,heb,ווילנא : האלמנה והאחים ראם,"363, xII עמודים ; 19 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE102232052,https://iiif.nli.org.il/IIIFv21/marc/bib/990020782780205171,"Proverbs, Hebrew",,,,,,,,,,,,,,,,,,,,,,
מסתרי היהודים. קפלאן,990020741150205171,,https://www.nli.org.il/en/books/NNL_ALEPH990020741150205171,מסתרי היהודים / מאת העררמאנן רעקקענדארף ; העתקה חפשית מאתי אברהם בן שמואל הכהן קאפלאן.,book,990020741150205171,heb,ווארשא : דפוס ח' קעטלער ושותפו,"33, [1]; 36 עמודים ; 8.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE104681362,https://iiif.nli.org.il/IIIFv21/marc/bib/990020741150205171,Fiction -- Translations into Hebrew,"קפלן, אברהם; קפלן, אברהם",,,,,,,,,,,,,,,,,,,,,
סלאוואר. 1 מאנדעלשטאם,9900095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מלאה קטרת. דרוש ,990020226550205171,,https://www.nli.org.il/en/books/NNL_ALEPH990020226550205171,מלאה קטרת : כולל דרשות והספדים / אשר חנן ה' עבדו ... זוסמאן אליעזר ... בן ... אפרים ... פישל סופר.,book,990020226550205171,heb,פרעסבורג : געזעללשאפטס-דרוקערייא,סב דפים ; 8.,https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE95727053,https://iiif.nli.org.il/IIIFv21/marc/bib/990020226550205171,Jewish sermons -- 19th century,,דרשות,CJH,Online Resource,"ניסים בן ראובן גירונדי, 1310?-1375? ; Nissim ben Reuben Gerondi, 1310?-1375?",[1533],CJH_ALEPH000007747,$$ICJH$$Savailable,"Jewish sermons, Hebrew -- Early works to 1800",164 pages ; 19 cm,$$ICJH$$LYIVOL$$1Rare Book Collection$$2(Istanbul 1533)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAR,heb,book,"Derashot / meha-Rav Rabenu Nisim z""l.",1,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","[Constantinople] : [ḥ. mo. l.], [1533]; [Constantinople : חמו״ל, [1533]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,Istanbul 1533
"בחינת עולם. (רמ""ד)",997011387547605171,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH997011387547605171,קובץ.,manuscript,997011387547605171,heb,,53 דפים,https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE212189955,https://iiif.nli.org.il/IIIFv21/marc/bib/997011387547605171,,,קובץ מעשי ידי גאונים קדמונים...,CJH,Online Resource,"Judah ben Alexander Rosenberg fl. 19th century, ed.",616 [1856],CJH_ALEPH000005753,$$ICJH$$Savailable,Geonic literature,"xiii, 55, 122 pages ; 23 cm",$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/20־ ק 28)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Ḳovets maʻaśe yede Geʼonim ḳadmonim ... / Hotseti le-or ani ... Yehudah ... Aleksander zatsal Rozenberg.,1,"Hai ben Sherira, 939-1038; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Berlin : Friedländer'sche Buchdrukerei, 616 [1856]; בערלין : Friedlander'sche Buchdrukerei, תרט״ז [1856]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,וו/20־ ק 28
אליה רבה. על מסכתות,990020867890205171,,,"אליה רבה / חברו [על ש""ע או""ח] הגאון מהור""ר אליה שפירא ...",book,990020867890205171,heb,זולצבאך : משלם זלמן בן אהרן,"[2], ריח, [1] דפים ; 35 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE155152451,https://iiif.nli.org.il/IIIFv21/marc/bib/990020867890205171,Hiddushim (Jewish law); Orah hayyim,"פרנקל, משלם זלמן בן אהרן  (מדפיס); פרנקל, משלם זלמן בן אהרן",אליה רבה.,CJH,Physical Item,"זולצבאך : בדפוס משלם זלמן בר׳ אהרן, תקי״ז. ; Elijah ben Benjamin Wolf Shapira 1660-1712",[1757],CJH_ALEPH000008547,$$ICJH$$Savailable,,218 leaves ; 34 cm,$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/11ח־ א 69 X)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Eliyah rabah : [ʻal Oraḥ ḥayim].,1,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Sulzbach : Be-vet uvi-defus Meshulam Zalman ben Aharon, [1757]; זולצבאך : בדפוס משלם זלמן בן אהרן, [1757]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,וו/11ח־ א 69 X
ממצרים,990020473900205171,,https://www.nli.org.il/en/books/NNL_ALEPH990020473900205171,"ממצרים : הוא ספר שלישי ממסעות / החכם ... הר""ר אברהם אלעזר המכונה דאקטאר לודוויג פראנקל ; ... נעתק ללשון קדשנו מאת אברהם בער ... גאטטלאבער ; עם המליצה המספרת נשיא העדה מאת המחבר [המחבר הנ""ל] בהעתקת שפת עבר מאת ... מו'ה מאיר הלוי לעטטעריס.",book,990020473900205171,heb,וויען : דפוס יאזעף האלצווארטה,"[15], 212, [9], 47 עמודים ; 21 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE94853610,https://iiif.nli.org.il/IIIFv21/marc/bib/990020473900205171,Egypt -- Description and travel,"גוטלובר, אברהם דב, 1811-1899; גוטלובר, אברהם דב, 1811-1899 לעטעריס, מאיר, 1800-1871; לעטעריס, מאיר, 1800-1871",ממצרים,CJH,Online Resource,"פראנקל, לודוויג אויגוסט, 1810-1894. ; Ludwig August Frankl 1810-1894","622, 1862",CJH_ALEPH000327112,$$ICJH$$Savailable,Jews -- Egypt,"212, 47 pages ; 20 cm",$$ICJH$$LYIVOL$$1YIVO Vilna Collection$$2(000202964)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIVIL,heb,book,"Mi-Mitsrayim : ...sipur masʻotaṿ ba-ʼarets ha-zot / [me-et] Ogusṭ Franḳl, Ludṿig ; meturgam me-ʼAshkenazit ʻal yede Avraham Ber ha-Kohen Goṭleber. Naśi be-Yiśraʼel / shir...be-targum Meʼir ha-Leṿi Leṭeris.",1,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Vienna : [ḥ. mo. l.], 622, 1862.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,202964
הכרמל. 2 החדש ,990019656950205171,,,"הכרמל : מכתב עתי ... יוצא לחדשים להפיץ אמרי בינה, חקרי דעת וידיעות מועילות / מאת שמואל יוסף ... פין.",journal,990019656950205171,heb,ווילנא : דפוס ש. י. פין וא. ראזענקראנץ,"כר' ; 20 ס""מ",,https://iiif.nli.org.il/IIIFv21/marc/bib/990019656950205171,Jews -- Periodicals,"פין, שמואל יוסף בן יצחק איזיק, 1818-1890; פין, שמואל יוסף בן יצחק איזיק, 1818-1890",לקט שמואל,$$VCJH$$OCJH_ALEPH000008525,$$VOnline Resource$$OCJH_ALEPH000008525,שמואל פייווש כהנא. ; Shemuʼel Faiṿush Kahana,454 [1694],CJH_ALEPH000008525,$$ICJH$$Savailable,Jewish homiletical illustrations -- Early works to 1800,64 leaves ; 33 cm,$$ICJH$$LYIVOL$$1Rare Book Collection$$2(Venice 1694)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAR$$OCJH_ALEPH000008525,heb,book,Leḳeṭ Shemuʼel / liḳeṭ ṿe-ḥiber Shemuʼel Faiṿush Kahana.,1,"Mathias Strashun 1817-1885, Former owner.; Stamperia Vendramina, Printer.; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Ṿenetsiʼah : Bi-defus Ṿinderamin, 454 [1694]; וויניציאה : בדפוס וינדראמין, תנ״ד [1694]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,Venice 1694
